name,prefecture,address,business_hours,closed_days,latitude,longitude,source_url,open_min,close_min,hours_note,closed_rule,needs_review,hours_source_url,hours_raw_text,hours_verified,llm_confidence,llm_note
やまびこ館,岩手県,岩手県宮古市川内8-2,8:30～18:30　≪冬期・営業時間短縮あり≫,無休(臨時休業あり),39.64911,141.58944,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%84%E3%81%BE%E3%81%B3%E3%81%93%E9%A4%A8,510,1110,9:00 - 18:00（4月 - 9月） / 9:00 - 17:30（10月 - 3月）,,1,https://www.michi-no-eki.jp/stations/views/18953,8:30～18:30　≪冬期・営業時間短縮あり≫,0,0.8,Winter hours may apply.  Further details needed to determine exact restrictions.
三田貝分校,岩手県,岩手県岩泉町門字三田貝47番地2,8:30～18:00　≪冬期・営業時間短縮あり≫,無休 ; アクセス ...,39.87122,141.58947,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%89%E7%94%B0%E8%B2%9D%E5%88%86%E6%A0%A1,510,1080,,,1,https://www.michi-no-eki.jp/stations/views/18955,8:30～18:00　≪冬期・営業時間短縮あり≫,0,0.8,冬期営業時間短縮あり
区界高原,岩手県,岩手県宮古市区界第2地割434-2,9:00～17:00　≪冬期・営業時間短縮あり≫,不定休,39.65131,141.35375,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%8C%BA%E7%95%8C%E9%AB%98%E5%8E%9F,540,1020,,,1,https://www.michi-no-eki.jp/stations/views/18929,9:00～17:00　≪冬期・営業時間短縮あり≫,0,0.8,冬期営業時間短縮あり
厳美渓,岩手県,岩手県一関市厳美町字沖野々220-1,9:00～18:00（11～3月は9:00～17:00）＜休　毎月第3水曜日（3～10月は無休）＞,9時から18時（11月から3月は17時まで） 定休日 11月から2月の第3水曜日（3月から10月は無休）,38.94636,141.05289,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%8E%B3%E7%BE%8E%E6%B8%93,540,1080,9:00 - 18:00（4月 - 10月） / 9:00 - 17:00（11月 - 3月）,毎月第3水曜日,0,https://www.michi-no-eki.jp/stations/views/18950,9:00～18:00（11～3月は9:00～17:00）＜休　毎月第3水曜日（3～10月は無休）＞,0,0.9,11月～3月は17:00まで、3月～10月は無休。
平泉,岩手県,岩手県平泉町平泉字伽羅楽112-2,9:00～18:00　≪冬期・営業時間短縮あり≫,【農産物直売所】 年中無休 【柳之御所資料館】毎週月曜日（祝日等 ...,38.99172,141.12161,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B9%B3%E6%B3%89,540,1080,|都道府県名=岩手県,,1,https://www.michi-no-eki.jp/stations/views/19876,9:00～18:00　≪冬期・営業時間短縮あり≫,0,0.8,冬期・営業時間短縮あり
白樺の里やまがた,岩手県,岩手県久慈市山形町川井第8地割12番地1,9:00～18:00　＜休　12/30～1/3（売店は無休）＞,無休（食堂は火曜日が定休日） ; お問い合わせ: 連絡先名: ふるさと物産 ...,40.15094,141.57356,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%99%BD%E6%A8%BA%E3%81%AE%E9%87%8C%E3%82%84%E3%81%BE%E3%81%8C%E3%81%9F,540,1080,,12/30-01/03,0,https://www.michi-no-eki.jp/stations/views/18938,9:00～18:00　＜休　12/30～1/3（売店は無休）＞,0,0.9,売店は無休
石神の丘,岩手県,岩手県岩手町大字五日市10-121-20,産直9:00～18:00,年末年始（12/31 ...,39.96856,141.21381,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%9F%B3%E7%A5%9E%E3%81%AE%E4%B8%98,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/18947,産直9:00～18:00,0,0.9,産直のみの営業時間
石鳥谷,岩手県,岩手県花巻市石鳥谷町中寺林第7地割17番地3,9:00～17:30〔施設により異なる〕　＜休　12/31～1/1＞,／12月31日〜1月1日,39.48328,141.14214,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%9F%B3%E9%B3%A5%E8%B0%B7,540,1050,9:00 - 18:00 / （冬季は17:30まで）,12/31-01/01,0,https://www.michi-no-eki.jp/stations/views/18927,9:00～17:30〔施設により異なる〕　＜休　12/31～1/1＞,0,0.8,施設により異なる
種山ヶ原,岩手県,岩手県住田町世田米字子飼沢30-39,9:00～18:00（冬期17:00まで）,年末年始（12月31日～1月2日）,39.17983,141.39589,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%A8%AE%E5%B1%B1%E3%83%B6%E5%8E%9F,540,1080,,,0,https://www.michi-no-eki.jp/stations/views/18931,9:00～18:00（冬期17:00まで）,0,0.9,冬期は17:00まで
紫波,岩手県,岩手県紫波町遠山字松原7-8,9:00～17:00≪冬期・営業時間の変更あり≫　＜休　12/31～1/3＞,12/31～1/3,39.55567,141.20592,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%B4%AB%E6%B3%A2,540,1020,,12/31-01/03,0,https://www.michi-no-eki.jp/stations/views/18940,9:00～17:00≪冬期・営業時間の変更あり≫　＜休　12/31～1/3＞,0,0.8,冬期・営業時間の変更あり
遠野風の丘,岩手県,岩手県遠野市綾織町新里8地割2番地1[https://www1.g-reiki.net/tono/reiki_honbun/r212RG00000404.html 遠野市情報交流センター条例],9:00～18:00　≪冬期・営業時間短縮あり≫　＜休　1/1＞,元旦; 営業時間 ... フードホール：4月〜10月 9時〜18時／11月～3月 9時〜17時※営業時間は店舗ごと異なります。,39.33075,141.50069,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%81%A0%E9%87%8E%E9%A2%A8%E3%81%AE%E4%B8%98,540,1080,8:30 - 18:00 / （4月 - 10月） / 9:00 - 17:00 / （11月 - 3月）,1/1,1,https://www.michi-no-eki.jp/stations/views/18943,9:00～18:00　≪冬期・営業時間短縮あり≫　＜休　1/1＞,0,0.8,冬期営業時間短縮あり
釜石仙人峠,岩手県,岩手県釜石市甲子町第7地割155番4,9:00～18:00〔施設により異なる〕＜休　12/31～1/1＞,12月31日～1 ...,39.25344,141.78233,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%87%9C%E7%9F%B3%E4%BB%99%E4%BA%BA%E5%B3%A0,540,1080,,12/31-01/01,1,https://www.michi-no-eki.jp/stations/views/19822,9:00～18:00〔施設により異なる〕＜休　12/31～1/1＞,0,0.8,施設により異なる
錦秋湖,岩手県,岩手県西和賀町杉名畑44地割264番地,9:00～18:30（12～3月は9:00～18:00）,木曜日 ...,39.30036,140.87561,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%8C%A6%E7%A7%8B%E6%B9%96,540,1110,8:30 - 20:30（4月 - 11月） / 9:00 - 18:00（12月 - 3月）,,1,https://www.michi-no-eki.jp/stations/views/18945,9:00～18:30（12～3月は9:00～18:00）,0,0.95,12月～3月は18:00まで
雫石あねっこ,岩手県,岩手県雫石町橋場坂本118番地10,8:30～18:00　≪冬期・営業時間短縮あり≫,,39.70642,140.87472,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%9B%AB%E7%9F%B3%E3%81%82%E3%81%AD%E3%81%A3%E3%81%93,510,1080,本文参照,,1,https://www.michi-no-eki.jp/stations/views/18948,8:30～18:00　≪冬期・営業時間短縮あり≫,0,0.9,冬期営業時間短縮あり
青の国ふだい,岩手県,岩手県普代村第9地割字銅屋5-3,8:00～17：00（年末年始休業あり）,無; 駐 ... 住所：岩手県下閉伊郡普代村第9地割字銅屋5-3 三陸鉄道普代駅内; 電話番号 ...,40.00294,141.88594,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%9D%92%E3%81%AE%E5%9B%BD%E3%81%B5%E3%81%A0%E3%81%84,480,1020,|郵便番号 = 028-8332,年末年始,1,https://www.michi-no-eki.jp/stations/views/19963,8:00～17：00（年末年始休業あり）,0,0.9,年末年始休業あり
高田松原,岩手県,岩手県陸前高田市気仙町字土手影180番地（高田松原津波復興祈念公園内）,4月〜9月・9:00〜18:00　10月〜3月・9:00〜17:00 年中無休(施設内一部店舗を除く）,無休 ; 駐車場: 普通車 ...,39.00714,141.62692,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%AB%98%E7%94%B0%E6%9D%BE%E5%8E%9F,540,1080,9:00 - 18:00 / （12月 - 2月 9:00 - 17:00）,,0,https://www.michi-no-eki.jp/stations/views/18928,4月〜9月・9:00〜18:00　10月〜3月・9:00〜17:00 年中無休(施設内一部店舗を除く）,0,0.95,4月〜9月は9:00〜18:00。
おおさき,宮城県,宮城県大崎市古川千手寺町2-5-50,産直コーナー　09：30～18：30　　　　　コミュニティカフェ　10：00～18：00　　共に元旦のみお休み,産直コーナー、コミュニティカフェは元旦のみお休み,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%8A%E3%81%95%E3%81%8D,570,1110,,元旦,1,https://www.michi-no-eki.jp/stations/views/19935,産直コーナー　09：30～18：30　　　　　コミュニティカフェ　10：00～18：00　　共に元旦のみお休み,0,0.9,産直コーナーの営業時間。コミュニティカフェは10:00～18:00。
おおさと,宮城県,宮城県大郷町中村字北浦51-6,9:00～18:00　＜休　年末年始＞,12月31日～1月2日,38.42408,140.99292,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%8A%E3%81%95%E3%81%A8,540,1080,,年末年始,0,https://www.michi-no-eki.jp/stations/views/18962,9:00～18:00　＜休　年末年始＞,0,0.95,4月営業時間。
おながわ,宮城県,宮城県女川町女川2-66,店舗・施設による。※ハマテラス内のトイレ、授乳スペース、情報コーナーは24時間利用可能,シーパルピア女川・地元市場ハマテラス店舗により異なる. 道の駅・おながわ ...,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%AA%E3%81%8C%E3%82%8F,600,1020,|郵便番号 = 986-2265,unknown,1,https://www.michi-no-eki.jp/stations/views/19965,店舗・施設による。※ハマテラス内のトイレ、授乳スペース、情報コーナーは24時間利用可能,1,0.7,店舗・施設によって異なる。ハマテラス内のトイレ、授乳スペース、情報コーナーは24時間。
かくだ,宮城県,宮城県角田市枝野字北島81-1,9：00～17：30（4月～10月)　9：00～17：00（11月～3月),年中無休　※年末年始除く,37.968556,140.807611,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8B%E3%81%8F%E3%81%A0,540,1050,,,1,https://www.michi-no-eki.jp/stations/views/19929,9：00～17：30（4月～10月)　9：00～17：00（11月～3月),0,0.95,4月～10月の営業時間
さんさん南三陸,宮城県,宮城県南三陸町志津川字五日町200-1,商店街(店舗による)　伝承館施設(9:00～17:00※冬期12～2月は16:00まで)<(火)定休>　観光案内所(9:00～17:00※冬期12～2月は16:00まで)<元日のみ休業>　志津川駅(9:00～16:30),は各店舗ごとに異なります。最新情報は,38.6781,141.4481,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%95%E3%82%93%E3%81%95%E3%82%93%E5%8D%97%E4%B8%89%E9%99%B8,540,1020,|郵便番号 = 986-0752,火,1,https://www.michi-no-eki.jp/stations/views/19966,商店街(店舗による)　伝承館施設(9:00～17:00※冬期12～2月は16:00まで)<(火)定休>　観光案内所(9:00～17:00※冬期12～2月は16:00まで)<元日のみ休業>　志津川駅(9:00～16:30),1,0.7,店舗による
みなみかた,宮城県,宮城県登米市南方町新高石浦150-1,9:00～18:00（施設により異なる）　＜休　12/31～1/3＞,12月31日～1月3日,38.66489,141.16064,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%AA%E3%81%BF%E3%81%8B%E3%81%9F,540,1080,9:30 - 20:00（4月 - 11月）,12/31-01/03,0,https://www.michi-no-eki.jp/stations/views/18967,9:00～18:00（施設により異なる）　＜休　12/31～1/3＞,0,0.8,施設により営業時間が異なる
七ヶ宿,宮城県,宮城県七ヶ宿町字上野地内,9:00～17:30　≪冬期・営業時間短縮あり≫　＜休　12/31～1/3、3/31＞,12月 ... 七ヶ宿町ふるさと振興課 商工観光係〒989-0592 宮城県刈田郡七ヶ宿町字関126TEL ...,37.98281,140.46728,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%83%E3%83%B6%E5%AE%BF,540,1050,,"12/31-01/03, 03/31",1,https://www.michi-no-eki.jp/stations/views/18957,9:00～17:30　≪冬期・営業時間短縮あり≫　＜休　12/31～1/3、3/31＞,0,0.8,冬期営業時間短縮あり
三本木,宮城県,宮城県大崎市三本木字大豆坂63-13,9:00～18:00,は原則として年末年始・お盆休み・ゴールデンウィーク・臨時休業を省略しています。,38.5222,140.9386,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%89%E6%9C%AC%E6%9C%A8,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/18959,9:00～18:00,0,0.9,4月の営業時間
三滝堂,宮城県,宮城県登米市東和町米谷字福平191-1,9:00～19:00〔施設により異なる〕,年中無休,38.70781,141.32786,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%89%E6%BB%9D%E5%A0%82,540,1140,|都道府県名=宮城県,,1,https://www.michi-no-eki.jp/stations/views/19842,9:00～19:00〔施設により異なる〕,0,0.8,施設により異なる
上品の郷,宮城県,宮城県石巻市小船越字二子下1-1,直売所9:00～19:00　温泉保養施設9:00～21:00（最終受付20:30　毎月第4火曜定休）　フードコート10:00～20:00(LO19:30) 　お郷カフェ10:00～17:00,アジェンダ,38.50106,141.29531,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%8A%E5%93%81%E3%81%AE%E9%83%B7,540,1260,,毎月第4火曜日,1,https://www.michi-no-eki.jp/stations/views/18966,直売所9:00～19:00　温泉保養施設9:00～21:00（最終受付20:30　毎月第4火曜定休）　フードコート10:00～20:00(LO19:30) 　お郷カフェ10:00～17:00,0,0.95,温泉保養施設。最終受付20:30。
大谷海岸,宮城県,宮城県気仙沼市本吉町三島9,9:30～17:30　＜休　12/31～1/2＞,火 年末年始 ...,38.81394,141.56692,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E8%B0%B7%E6%B5%B7%E5%B2%B8,570,1050,,12/31～1/2,1,https://www.michi-no-eki.jp/stations/views/18961,9:30～17:30　＜休　12/31～1/2＞,0,0.9,4月は9:30～17:30営業
村田,宮城県,宮城県村田町大字村田字北塩内41,9:00～17:00　＜休　年末年始＞,毎週月曜日（祝日の場合は翌日）,38.11867,140.71725,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%9D%91%E7%94%B0,540,1020,,年末年始,0,https://www.michi-no-eki.jp/stations/views/18968,9:00～17:00　＜休　年末年始＞,0,0.95,4月は9:00～17:00営業、年末年始休業
東松島,宮城県,宮城県東松島市小松字上二間堀112番地5,9:00~19:00（施設により異なる）,はありません。全てが365日営業です。年末年始も営業しています。,38.42431,141.18333,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%9D%B1%E6%9D%BE%E5%B3%B6,540,1140,|郵便番号 = 981-0504,,1,https://www.michi-no-eki.jp/stations/views/22523,9:00~19:00（施設により異なる）,0,0.8,施設により異なる
林林館,宮城県,宮城県登米市東和町米川字六反33-1,9:00～17:00〔施設により異なる〕,・火・日）,38.74156,141.3155,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%9E%97%E6%9E%97%E9%A4%A8,540,1020,,,1,https://www.michi-no-eki.jp/stations/views/18965,9:00～17:00〔施設により異なる〕,0,0.8,施設により異なる
津山,宮城県,宮城県登米市津山町横山字細屋26-1,9:00～17:00　＜休　12/30～1/1＞,12月30日～1月1日,38.61939,141.32525,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B4%A5%E5%B1%B1,540,1020,,12/30-01/01,0,https://www.michi-no-eki.jp/stations/views/18958,9:00～17:00　＜休　12/30～1/1＞,0,0.95,4月の営業時間。年末年始休業期間。
硯上の里おがつ,宮城県,宮城県石巻市雄勝町下雄勝2-5,9:00～16：30（各店舗による、ホームページで要確認）※雄勝硯伝統産業会館：火曜日定休,▼観光物産交流館,38.52078,141.46878,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%A1%AF%E4%B8%8A%E3%81%AE%E9%87%8C%E3%81%8A%E3%81%8C%E3%81%A4,540,990,|郵便番号 = 986-1335,火曜日(雄勝硯伝統産業会館),1,https://www.michi-no-eki.jp/stations/views/19964,9:00～16：30（各店舗による、ホームページで要確認）※雄勝硯伝統産業会館：火曜日定休,0,0.8,店舗により異なるため、ホームページで確認が必要
米山,宮城県,宮城県登米市米山町西野字新遠田67,9:00~18:30（4月～11月）、9:00~18:00（12月～3月） ＜休　12/31~1/3＞,12/31～1/3. 駐車場: 150台. バリアフリー. エレベーター. アクセス ...,38.62711,141.18789,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%B1%B3%E5%B1%B1,540,1110,,12/31~1/3,0,https://www.michi-no-eki.jp/stations/views/18963,9:00~18:30（4月～11月）、9:00~18:00（12月～3月） ＜休　12/31~1/3＞,0,0.95,4月～11月の営業時間。12月～3月は18:00まで。
路田里はなやま,宮城県,宮城県栗原市花山字本沢北ノ前112-1,8:30～17:00,12月28日から1月2日（年末年始） · 所在地 ...,38.79444,140.84439,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E8%B7%AF%E7%94%B0%E9%87%8C%E3%81%AF%E3%81%AA%E3%82%84%E3%81%BE,510,1020,,,1,https://www.michi-no-eki.jp/stations/views/18960,8:30～17:00,0,1.0,4月の営業時間
あきた港,秋田県,秋田県,9:00～21:00〔施設により異なる〕,年中無休（イベント広場、多目的ホールは年末年始）,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%82%E3%81%8D%E3%81%9F%E6%B8%AF,540,1260,展望タワー 9:00~21:00 セリオンガーデン:物産館(セリオン1F) 9:00 ... □休業日/土日祝、12月29日~1月3日. (公財)秋田観光コンべンション協会 秋田 ...,,1,https://www.michi-no-eki.jp/stations/views/18996,9:00～21:00〔施設により異なる〕,0,0.8,施設により異なる
あに,秋田県,秋田県北秋田市阿仁比立内字家ノ後8-1外,9:00～17:00＜年中＞、レストラン  11:00～14:00＜年中＞、＜休　12月～3月の毎週火曜日、12/31～1/2＞,・「売店」と「お食事処あおしし」の定休日,39.90169,140.45728,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%82%E3%81%AB,540,1020,9:00 - 18:00（4月 - 10月） / 9:00 - 17:00（11月 - 3月）,null,1,https://www.michi-no-eki.jp/stations/views/18988,9:00～17:00＜年中＞、レストラン  11:00～14:00＜年中＞、＜休　12月～3月の毎週火曜日、12/31～1/2＞,0,0.9,年中無休の平日営業時間。レストランは別途記載。
うご,秋田県,秋田県羽後町西馬音内字中野200番地,9:00～18:00、9:00～17:00（11月～4月）＜休　1/1＞,無休（1/1のみ臨時 ...,39.20081,140.41286,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%86%E3%81%94,540,1080,|都道府県名= 秋田県,1/1,1,https://www.michi-no-eki.jp/stations/views/19860,9:00～18:00、9:00～17:00（11月～4月）＜休　1/1＞,0,0.9,11月～4月は09:00～17:00
おおうち,秋田県,秋田県由利本荘市岩谷町字西越36,9:00～21:00〔施設により異なる〕,【農産物直売所】,39.44289,140.09017,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%8A%E3%81%86%E3%81%A1,540,1260,,,1,https://www.michi-no-eki.jp/stations/views/18987,9:00～21:00〔施設により異なる〕,0,0.8,施設により異なる
おおがた,秋田県,秋田県大潟村字西五丁目2番地,8:00～18:00≪冬期・営業時間短縮あり≫　＜休　1/1～1/2＞,は原則として年末年始・お盆休み・ゴールデンウィーク・臨時休業を省略しています。,40.01536,139.95153,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%8A%E3%81%8C%E3%81%9F,480,1080,8:00 - 19:00（夏期） / 9:00 - 18:00（冬期）,1/1～1/2,1,https://www.michi-no-eki.jp/stations/views/18995,8:00～18:00≪冬期・営業時間短縮あり≫　＜休　1/1～1/2＞,0,0.8,冬期・営業時間短縮あり
おおゆ,秋田県,秋田県鹿角市十和田大湯字中谷地19番地,9:00~18:00,年末年始,40.29544,140.82611,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%8A%E3%82%86,540,1080,|都道府県名 = 秋田県,,1,https://www.michi-no-eki.jp/stations/views/19901,9:00~18:00,0,0.9,通常の営業時間。
おが,秋田県,秋田県男鹿市船川港船川字新浜町1番地19,9:00~17:00,｜道の駅おが｜なまはげの里オガーレ｜秋田県｜男鹿市｜物産館｜軽食(ガオジェラ)｜レストラン｜男鹿市複合観光施設｜株式会社おが,39.882,139.84844444,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%8C,540,1020,9:00 - 17:00 道の駅おが / ※一部休館日あり,,1,https://www.michi-no-eki.jp/stations/views/19915,9:00~17:00,0,0.95,通常の営業時間。
おがち,秋田県,秋田県湯沢市小野字橋本90,9:00～18:00　≪冬期・営業時間短縮あり≫,,39.065,140.46014,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%8C%E3%81%A1,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/18981,9:00～18:00　≪冬期・営業時間短縮あり≫,0,0.8,冬期営業時間の短縮あり
かづの,秋田県,秋田県鹿角市花輪字新田町11-4,9:00～18:00 （冬季9:00～17:00）,,40.18172,140.78561,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8B%E3%81%A5%E3%81%AE,540,1080,9:00 - 18:00（4月 - 11月） / 9:00 - 17:00（12月 - 3月）,,1,https://www.michi-no-eki.jp/stations/views/18974,9:00～18:00 （冬季9:00～17:00）,0,0.9,冬季は17:00まで
かみおか,秋田県,秋田県大仙市北楢岡字船戸187,9:00～18:00,,39.52219,140.37672,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8B%E3%81%BF%E3%81%8A%E3%81%8B,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/18975,9:00～18:00,0,1.0,4月の通常営業時間
かみこあに,秋田県,秋田県上小阿仁村小沢田字向川原66-1,9:00～17:30　＜休　12/31～1/1＞,,40.0635,140.29719,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8B%E3%81%BF%E3%81%93%E3%81%82%E3%81%AB,540,1050,,12/31-01/01,1,https://www.michi-no-eki.jp/stations/views/18978,9:00～17:30　＜休　12/31～1/1＞,0,0.9,4月は通常営業
こさか七滝,秋田県,秋田県小坂町上向字藤原35番地3,9:00～17:00（4/15～10/31）【冬期間は物産施設等が閉鎖】令和7年11月1日(土) ～ 令和8年4月15日(水)予定 　道の駅は年中開放,,40.35675,140.78189,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%93%E3%81%95%E3%81%8B%E4%B8%83%E6%BB%9D,540,1020,,,1,https://www.michi-no-eki.jp/stations/views/18997,9:00～17:00（4/15～10/31）【冬期間は物産施設等が閉鎖】令和7年11月1日(土) ～ 令和8年4月15日(水)予定 　道の駅は年中開放,0,0.9,4月15日から10月31日まで。冬期間は物産施設等が閉鎖。
ことおか,秋田県,秋田県三種町鹿渡字高石野126-1,9:00～18:00≪冬期・営業時間短縮あり≫　＜休　12/31～1/3＞,,40.02225,140.08033,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%93%E3%81%A8%E3%81%8A%E3%81%8B,540,1080,,12/31-01/03,1,https://www.michi-no-eki.jp/stations/views/18976,9:00～18:00≪冬期・営業時間短縮あり≫　＜休　12/31～1/3＞,0,0.8,冬期営業時間の短縮あり
さんない,秋田県,秋田県横手市山内土渕字小目倉沢34,9:00～19:00≪冬期・営業時間短縮あり≫,,39.28914,140.62575,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%95%E3%82%93%E3%81%AA%E3%81%84,540,1140,9:00 - 19:00 / 9:00 - 18:00（11月 - 3月）,,1,https://www.michi-no-eki.jp/stations/views/18986,9:00～19:00≪冬期・営業時間短縮あり≫,0,0.8,冬期・営業時間短縮あり
しょうわ,秋田県,秋田県潟上市昭和豊川竜毛字山ノ下1-1,9:00～18:00　＜休　12/31～1/1＞,,39.86467,140.07769,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%97%E3%82%87%E3%81%86%E3%82%8F,540,1080,,12/31-01/01,1,https://www.michi-no-eki.jp/stations/views/18984,9:00～18:00　＜休　12/31～1/1＞,0,0.95,通常の営業時間、年末年始休業
たかのす,秋田県,秋田県北秋田市綴子字大堤道下62-1,9:00～18:00（12～3月 9:30～17:00）　＜休　1/1＞,,40.25164,140.37561,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%81%8B%E3%81%AE%E3%81%99,540,1080,9:00 - 18:00 / 12月 - 3月 9:30 - 17:00,1/1,1,https://www.michi-no-eki.jp/stations/views/18969,9:00～18:00（12～3月 9:30～17:00）　＜休　1/1＞,0,0.95,12-3月は9:30-17:00
てんのう,秋田県,秋田県潟上市天王字江川上谷地109-2,9:00～18:00≪冬期・営業時間短縮あり≫　＜休　12/31＞,,39.8565,140.00992,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%A6%E3%82%93%E3%81%AE%E3%81%86,540,1080,,12/31,1,https://www.michi-no-eki.jp/stations/views/18982,9:00～18:00≪冬期・営業時間短縮あり≫　＜休　12/31＞,0,0.8,冬期・営業時間短縮あり。12/31休
なかせん,秋田県,秋田県大仙市長野字高畑95-1,9:00～18:00≪冬期・営業時間短縮あり≫　＜休　12/31～1/1＞,,39.53842,140.53311,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%81%8B%E3%81%9B%E3%82%93,540,1080,9:00 - 18:00 / （12月から3月は17:30まで）,12/31-01/01,1,https://www.michi-no-eki.jp/stations/views/18980,9:00～18:00≪冬期・営業時間短縮あり≫　＜休　12/31～1/1＞,0,0.8,冬期営業時間短縮あり
にしめ,秋田県,秋田県由利本荘市西目町沼田字新道下1112-2,9:00～18:00 ＜休　12/31～1/1＞,,39.36289,140.01456,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AB%E3%81%97%E3%82%81,540,1080,9:00 - 19:00 / 9:00 - 18:00（11月 - 3月）,12/31-01/01,1,https://www.michi-no-eki.jp/stations/views/18971,9:00～18:00 ＜休　12/31～1/1＞,0,0.9,12/31～1/1休
