name,prefecture,address,business_hours,closed_days,latitude,longitude,source_url
すいかの里 植木,熊本県,熊本県熊本市北区植木町岩野160番地1,9:00 - 18:30,毎月第3木曜日、1/1～1/3. 道の駅 ...,32.90797,130.69319,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%99%E3%81%84%E3%81%8B%E3%81%AE%E9%87%8C_%E6%A4%8D%E6%9C%A8
そよ風パーク,熊本県,熊本県,電話番号 ・ 営業時間,年中無休,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9D%E3%82%88%E9%A2%A8%E3%83%91%E3%83%BC%E3%82%AF
たのうら,熊本県,熊本県芦北町大字田浦657番地,9:00 - 19:00（4 - 11月） / 9:00 - 18:00（12 - 3月）,第2水曜,32.36458,130.51261,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%81%AE%E3%81%86%E3%82%89
みなまた,熊本県,熊本県水俣市月浦54-162,9:00 - 17:00,毎月第1水曜日、12月31日. □カフェ（ ...,32.19919,130.38161,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%AA%E3%81%BE%E3%81%9F
ウェルネスあらお,熊本県,熊本県荒尾市大島1437番地南新地地区12街区1画地,|郵便番号 = 864-0057,,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%A6%E3%82%A7%E3%83%AB%E3%83%8D%E3%82%B9%E3%81%82%E3%82%89%E3%81%8A
七城メロンドーム,熊本県,熊本県菊池市七城町岡田306,9:00 - 18:00,年中無休,32.98044,130.77036,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%83%E5%9F%8E%E3%83%A1%E3%83%AD%E3%83%B3%E3%83%89%E3%83%BC%E3%83%A0
上天草さんぱーる,熊本県,熊本県上天草市大矢野町中11582番地,8:00 - 18:00,は3月11日(水)です。,32.57719,130.42006,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%8A%E5%A4%A9%E8%8D%89%E3%81%95%E3%82%93%E3%81%B1%E3%83%BC%E3%82%8B
不知火,熊本県,熊本県宇城市不知火町永尾1910-1,９:00 - 17:00,毎週水・木曜日,32.63378,130.62906,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%B8%8D%E7%9F%A5%E7%81%AB
人吉,熊本県,熊本県人吉市赤池原町字牛渡瀬1425-1,9:00 - 17:00,年末年始,32.19314,130.78928,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BA%BA%E5%90%89
坂本,熊本県,熊本県八代市坂本町荒瀬1239-1,10:00 - 17:00,"毎週木曜日 ※祝日は営業します) 閉館休業中. 駐車台数, 83 ... 田楽やサラダに！ アクセス. 道の駅 坂本 〒869-6115 熊本県八代市坂本町荒瀬1239-1.",32.42669,130.64094,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%9D%82%E6%9C%AC
大津,熊本県,熊本県大津町大字引水759,9:00 - 18:30,は原則として年末年始・お盆休み・ゴールデンウィーク・臨時休業を省略しています。,32.88086,130.89114,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E6%B4%A5
大野温泉,熊本県,熊本県,・料金情報 - じゃらんnet,（祝日の場合は翌日）,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E9%87%8E%E6%B8%A9%E6%B3%89
天草市イルカセンター,熊本県,熊本県天草市五和町二江4689-20,9:00 - 18:00,のお知らせ】,32.54558,130.13053,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A9%E8%8D%89%E5%B8%82%E3%82%A4%E3%83%AB%E3%82%AB%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC
子守唄の里五木,熊本県,熊本県五木村甲字下手2672番地の54,8:00 - 18:00,温泉は火曜、道の駅は12～3月の第3火曜,32.39881,130.82689,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%AD%90%E5%AE%88%E5%94%84%E3%81%AE%E9%87%8C%E4%BA%94%E6%9C%A8
宇土マリーナ,熊本県,熊本県宇土市下網田町3084番地1,9:30 - 18:00（3月 - 11月） / 9:30 - 17:00（12月 - 2月）,1月1日. 詳しいマップをみる. リンク集 LINK. Previous Next.,32.66222,130.52253,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%AE%87%E5%9C%9F%E3%83%9E%E3%83%AA%E3%83%BC%E3%83%8A
宮地岳かかしの里,熊本県,熊本県天草市宮地岳町5516-2,9:00 - 18:00,第１・第３水曜,32.38514,130.12636,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%AE%AE%E5%9C%B0%E5%B2%B3%E3%81%8B%E3%81%8B%E3%81%97%E3%81%AE%E9%87%8C
小国,熊本県,熊本県小国町大字宮原1754-17,8:30- 18:00,は無し）,33.12308,131.06472,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%8F%E5%9B%BD
崎津,熊本県,熊本県天草市河浦町崎津1117-10,|都道府県名 = 熊本県,12月30日～1月1日,32.3167,130.0256,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B4%8E%E6%B4%A5
旭志,熊本県,熊本県菊池市旭志川辺1886番地,9:00 - 18:00,12/31～1/2,32.69064,131.09136,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%97%AD%E5%BF%97
有明,熊本県,熊本県天草市有明町上津浦1955,9:00 - 18:00,物産館　：年中無休,32.50556,130.30572,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%9C%89%E6%98%8E
東陽,熊本県,熊本県八代市東陽町南1051-1,|郵便番号 = 869-4301,水曜日,32.54781,130.71558,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%9D%B1%E9%99%BD
水辺プラザかもと,熊本県,熊本県山鹿市鹿本町梶屋1257番地,9:00 - 21:00,のお知らせ,32.98678,130.75581,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B0%B4%E8%BE%BA%E3%83%97%E3%83%A9%E3%82%B6%E3%81%8B%E3%82%82%E3%81%A8
泗水,熊本県,熊本県菊池市泗水町豊水3393,9:00 - 18:00,は原則として年末年始・お盆休み・ゴールデンウィーク・臨時休業を省略しています。,32.92497,130.7715,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B3%97%E6%B0%B4
波野,熊本県,熊本県阿蘇市波野小地野1602,9:00 - 18:30,第2水曜日（5月・8月は除く）、年始（1/1）,32.95989,131.19719,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B3%A2%E9%87%8E
清和文楽邑,熊本県,熊本県山都町大平152番地,9:00 - 17:00,/ 毎週火曜日（祝祭日は開館）,32.69064,131.09136,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B8%85%E5%92%8C%E6%96%87%E6%A5%BD%E9%82%91
秘境の郷いずみ,熊本県,熊本県八代市泉町下岳3296-1,|郵便番号 = 869-4403,のお知らせ,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%A7%98%E5%A2%83%E3%81%AE%E9%83%B7%E3%81%84%E3%81%9A%E3%81%BF
竜北,熊本県,熊本県氷川町大野875-3,9:00 - 18:00,について,32.57689,130.69478,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%AB%9C%E5%8C%97
美里「佐俣の湯」,熊本県,熊本県,についてお知らせいたします。,＞と＜イベント＞のお知らせ,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%BE%8E%E9%87%8C%E3%80%8C%E4%BD%90%E4%BF%A3%E3%81%AE%E6%B9%AF%E3%80%8D
芦北でこぽん,熊本県,熊本県芦北町大字佐敷443番地,9:00 - 19:30,1月1日～2日,32.30292,130.50803,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E8%8A%A6%E5%8C%97%E3%81%A7%E3%81%93%E3%81%BD%E3%82%93
通潤橋,熊本県,熊本県山都町城平660,9:00 - 17:30,年末年始,32.6888034,130.990812,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%80%9A%E6%BD%A4%E6%A9%8B
錦,熊本県,熊本県錦町大字一武1544番地1,9:00 - 18:00,"毎月第3水曜日、1/1,2 ※12/31は15時まで営業. ※最新情報はコメント欄を参照ください。 くらんど市と販売連携している道の駅子守の里五木さん ...",32.20608,130.84503,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%8C%A6
阿蘇,熊本県,熊本県阿蘇市黒川1440-1,9:00 - 18:00,"月曜日, 不定休",32.93647222,131.08094444,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%98%BF%E8%98%87
鹿北,熊本県,熊本県山鹿市鹿北町岩野4186-130,9:00 - 19:00（4月 - 10月） / 9:00 - 18:00（11月 - 3月）,第3木曜日（祝日のときは翌週）,33.11356,130.66869,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%B9%BF%E5%8C%97
あさじ,大分県,大分県豊後大野市朝地町板井迫1018-1,9:00 - 18:00,12月31日～1月1日,33.00258,131.44808,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%82%E3%81%95%E3%81%98
いんない,大分県,大分県宇佐市院内町副1381番地2,8:00 - 18:00,無休 ※年末年始は営業時間を変更する場合あり,33.42378,131.32025,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%84%E3%82%93%E3%81%AA%E3%81%84
おおの (大分県),大分県,大分県豊後大野市大野町田中43番地10,9:00 - 18:00,年末年始(12/29.30.31.1/1.2.3) ; 駐車場: あり.,33.03622,131.50294,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8A%E3%81%8A%E3%81%AE_(%E5%A4%A7%E5%88%86%E7%9C%8C)
かまえ,大分県,大分県佐伯市蒲江大字蒲江浦5104-1,9:00 - 18:00,日曜日). © 2018 別府 ...,32.80175,131.92433,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8B%E3%81%BE%E3%81%88
きよかわ,大分県,大分県豊後大野市清川町砂田1574-1,7:30 - 18:00,は12/31,32.97169,131.51811,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8D%E3%82%88%E3%81%8B%E3%82%8F
くにさき,大分県,大分県国東市国東町小原2662-1,9:00 - 17:00,日曜日). © 2018 別府 ...,33.5455,131.73986,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8F%E3%81%AB%E3%81%95%E3%81%8D
くにみ,大分県,大分県国東市国見町伊美4256,9:00 - 18:00,【直売所】年末年始　　【レストラン嘉宴】　火曜日,33.68042,131.60575,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8F%E3%81%AB%E3%81%BF
すごう,大分県,大分県竹田市大字菅生字塚原989-1,9:00 - 17:00,年末年始 ; エリア: 荻・祖母山麓エリア.,32.95667,131.29408,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%99%E3%81%94%E3%81%86
せせらぎ郷かみつえ,大分県,大分県日田市上津江町川原3848-1,9:00 - 18:00,年末年始.,33.11242,130.96178,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9B%E3%81%9B%E3%82%89%E3%81%8E%E9%83%B7%E3%81%8B%E3%81%BF%E3%81%A4%E3%81%88
たのうらら,大分県,大分県大分市大字神崎字梶原1228番9,|郵便番号= 870-0100,日曜日,33.256,131.55547,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%81%AE%E3%81%86%E3%82%89%E3%82%89
なかつ,大分県,大分県中津市大字加来814番地4,|都道府県名=大分県,年中無休,33.55156,131.21375,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%81%8B%E3%81%A4
ながゆ温泉,大分県,大分県竹田市直入町大字長湯8043-1,8:00 - 18:00,毎月第3水曜（年末年始12/31、1/1） ; エリア: 長湯 ...,33.07164,131.38306,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%81%8C%E3%82%86%E6%B8%A9%E6%B3%89
のつはる,大分県,大分県大分市大字下原1717-1,9:00 - 18:00（3 - 11月） / 9:00 - 17:00（12 - 2月）,年中無休（お正月期間12/30～1/3は休業）,33.12681,131.49267,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AE%E3%81%A4%E3%81%AF%E3%82%8B
みえ,大分県,大分県豊後大野市三重町宮野2791番地1,9:00 - 18:00,12⽉31⽇〜1⽉1⽇・,33.02872,131.62158,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%88
やまくに,大分県,大分県中津市山国町中摩358番地4,8:00 - 19:00,年中無休,33.40633,131.0615,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%84%E3%81%BE%E3%81%8F%E3%81%AB
やよい,大分県,大分県佐伯市弥生大字上小倉898-1,9:00 - 18:00,第2火曜日,32.96442,131.83869,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%84%E3%82%88%E3%81%84
ゆふいん,大分県,大分県由布市湯布院町川北899-76,10:00 - 18:00,年中無休,33.26064,131.32722,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%86%E3%81%B5%E3%81%84%E3%82%93
佐賀関,大分県,大分県大分市大字大平989-6,9:00 - 18:00,,33.24725,131.82842,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BD%90%E8%B3%80%E9%96%A2
原尻の滝,大分県,大分県豊後大野市緒方町原尻936-1,9:00 - 18:30（4、5、8月） / 9:00 - 16:30（12 - 2月） / 9:00 - 17:30（その他の月）,,32.96553,131.45222,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%8E%9F%E5%B0%BB%E3%81%AE%E6%BB%9D
宇目,大分県,大分県佐伯市宇目大字南田原2513番地5,9:00 - 18:00,,32.80364,131.61042,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%AE%87%E7%9B%AE
慈恩の滝 くす,大分県,大分県玖珠町大字山浦618番地の24,9:00 - 17:00,,33.26594,131.06856,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%85%88%E6%81%A9%E3%81%AE%E6%BB%9D_%E3%81%8F%E3%81%99
水辺の郷おおやま,大分県,大分県日田市大山町西大山4106,9:00 - 17:30（月 - 木） / 9:00 - 19:00（金土日祝）,,33.24786,130.97208,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B0%B4%E8%BE%BA%E3%81%AE%E9%83%B7%E3%81%8A%E3%81%8A%E3%82%84%E3%81%BE
童話の里くす,大分県,大分県玖珠町大字帆足2121,9:00 - 19:00,,33.28933,131.157,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%AB%A5%E8%A9%B1%E3%81%AE%E9%87%8C%E3%81%8F%E3%81%99
竹田,大分県,大分県竹田市大字米納663-1,10:00 - 18:00（10 - 6月） / 10:00 - 19:00（7 - 9月）,,32.98556,131.34044,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%AB%B9%E7%94%B0
耶馬トピア,大分県,大分県中津市本耶馬渓町曽木2193-1,10:00 - 16:30,,33.48981,131.17447,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E8%80%B6%E9%A6%AC%E3%83%88%E3%83%94%E3%82%A2
鯛生金山,大分県,大分県日田市中津江村合瀬3750番地,9:00 - 17:00,,33.12917,130.88269,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%AF%9B%E7%94%9F%E9%87%91%E5%B1%B1
えびの,宮崎県,宮崎県えびの市大字永山1006-1,9:00 - 18:00,,32.04986,130.80564,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%88%E3%81%B3%E3%81%AE
きたごう,宮崎県,宮崎県日南市北郷町郷之原乙1477番地1,|郵便番号 = 889-2402,,31.676778,131.37575,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8D%E3%81%9F%E3%81%94%E3%81%86
くしま,宮崎県,宮崎県串間市大字西方5503-1,9:00 - 18:00,,31.46294,131.22917,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8F%E3%81%97%E3%81%BE
つの,宮崎県,宮崎県都農町大字川北5129,8:00 - 18:00（平日） / 8:00 - 18:00（土日祝）,,32.2603,131.5578,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%A4%E3%81%AE
